7,oefening,standaard Frequentie (p/d),materiaal,status,categorie_nl,tags_nl,naam_nl,doel_nl,content_nl,thumbnail_nl,categorie_vls,tags_vls,naam_vls,doel_vls,content_vls,thumbnail_vls,categorie_en,tags_en,naam_en,doel_en,content_en,thumbnail_en,categorie_fr,tags_fr,naam_fr,doel_fr,content_fr,thumbnail_fr,skip_intro
21,"Klassieke resonans man
Doel:
-Meer draagkrachtige en doordringende stem
-betere stemplooisluiting 
- verleggen spanning van larynx naar resonatoren met als gevolg meer ontspannen fonatie",2,video,1,stem-productie,resonans,Klassieke resonans man,"Resonansoefeningen zorgen ervoor dat je de holtes boven je stemplooien optimaal gebruikt, zodat je een ontspannen, draagkrachtig en helder stemgeluid ontwikkelt.",https://streamable.com/l/rds11s/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+21+resonans+man+kopie.png,stem-productie,resonans,Klassieke resonans man,"Resonansoefeningen zorgen ervoor dat je de holtes boven je stemplooien optimaal gebruikt, zodat je een ontspannen, draagkrachtig en helder stemgeluid ontwikkelt.",https://streamable.com/l/rds11s/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+21+resonans+man+kopie.png,voice production,resonans,Classic resonance man,"Resonans exercises ensure that you use the cavities above your vocal folds optimally, so that you develop a relaxed, strong and clear voice.",https://streaamable.com/l/rds11s/mp4.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+21+resonans+man+kopie.png,Production vocale,Resonans,Homme de résonance classique,"Les exercices de résonans vous assurent d'utiliser les cavités au-dessus de vos plis vocaux de manière optimale, afin de développer une voix détendue, forte et claire.",https://streamable.com/l/rds11s/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+21+Resonans+man+kopie.png,122
22,"Klassieke resonans transfer man
Doel:
-inzetten van draagkrachtige, ontspannen en ontspannen stem in dagelijkse spraak.",2,video,1,stem-productie,resonans,Klassieke resonans toepassen man,"Door het stemgeluid vanuit de resonansoefening mee te nemen naar het normale spreken, ontwikkel je een ontspannen, heldere en draagkrachtig stem.",https://streamable.com/l/q7ud9v/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+22+resonans+toepassen+man+kopie.png,stem-productie,resonans,Klassieke resonans toepassen man,"Door het stemgeluid vanuit de resonansoefening mee te nemen naar het normale spreken, ontwikkel je een ontspannen, heldere en draagkrachtig stem.",https://streamable.com/l/q7ud9v/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+22+resonans+toepassen+man+kopie.png,voice production,resonans,Apply classic resonans man,"By taking the voice from the resonance exercise to normal speaking, you develop a relaxed, clear and carrying voice.",https://streaamable.com/l/q7ud9v/mp4.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+22+resonans+toPassen+man+kopie.png,Production vocale,Resonans,Appliquer un homme de résonans classique,"En prenant la voix de l'exercice de résonance à la parole normale, vous développez une voix détendue, claire et portant.",https://streamable.com/l/q7ud9v/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+22+resonans+topassen+man+kopie.png,
23,"Kaakdaling
Doel:
-verbeteren verstaanbaarheid
-Grotere orale resonans
(-Beter gebruik ademsteun??)",2,video,1,stem-productie,articulatie,Kaakdaling,"Een goede kaakdaling verbetert de verstaanbaarheid, wordt het geluid beter geprojecteerd en voorkom je onnodig spanning in het keelgebied",https://streamable.com/l/7e3ssy/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+23+kaakdaling+kopie.png,stem-productie,articulatie,Kaakdaling,"Een goede kaakdaling verbetert de verstaanbaarheid, wordt het geluid beter geprojecteerd en voorkom je onnodig spanning in het keelgebied",https://streamable.com/l/7e3ssy/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+23+kaakdaling+kopie.png,voice production,articulation,Decline,"A good jaw decline improves the intelligibility, the sound is better projected and you prevent unnecessary tension in the throat area",https://streaamable.com/l/7e3ssy/mp4-high.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+23+ Kaakfaling+kopie.png,Production vocale,articulation,Déclin,"Un bon déclin de la mâchoire améliore l'intelligibilité, le son est mieux projeté et vous empêchez une tension inutile dans la gorge",https://streamable.com/l/7e3ssy/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+23+ kaakfaling + copy.png,
24,"Lipronding
Doel:
-Verbeteren verstaanbaarheid 
-beter gebruik ademsteun
-Grotere orale resonans",2,video,1,stem-productie,articulatie,Lipronding,Een goede lipronding verbetert de verstaanbaarheid en wordt het geluid beter geprojecteerd.,https://streamable.com/l/cru9w4/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+24+lipronding+kopie.png,stem-productie,articulatie,Lipronding,Een goede lipronding verbetert de verstaanbaarheid en wordt het geluid beter geprojecteerd.,https://streamable.com/l/cru9w4/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+24+lipronding+kopie.png,voice production,articulation,Lip round,A good lip round improves intelligibility and the sound is better projected.,https://streaamable.com/l/cru9w4/mp4-high.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+24+lipondring+kopie.png,Production vocale,articulation,Lèvre,Un bon tour de lèvres améliore l'intelligibilité et le son est mieux projeté.,https://streamable.com/l/cru9w4/mp4-high.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+24+lipondring+kopie.png,
25,"Kurkoefening
Doel:
-Verbeteren verstaanbaarheid 
-beter gebruik ademsteun
-Grotere orale resonans",2,video,1,stem-productie,articulatie,Kurkoefening,"Bij de kurkoefening wordt een overdreven articulatie getraind, waardoor de verstaanbaarheid verbetert.",https://streamable.com/l/eryqsc/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+25+kurkoefening+kopie.png,stem-productie,articulatie,Kurkoefening,"Bij de kurkoefening wordt een overdreven articulatie getraind, waardoor de verstaanbaarheid verbetert.",https://streamable.com/l/eryqsc/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+25+kurkoefening+kopie.png,voice production,articulation,Cork,"An exaggerated articulation is trained during the cork exercise, which improves the intelligibility.",https://streaamable.com/l/eryqsc/mp4.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+25+ cork exercise+kopie.png,Production vocale,articulation,Liège,"Une articulation exagérée est formée à la durée de l'exercice en liège, ce qui améliore l'intelligibilité.",https://streamable.com/l/eryqsc/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+25+ exercice en liège + copy.png,
26,"Tongtriller
Doel:
-Ontspanning kaak en tongbasis
-Verhogen ademsteun",2,video,1,spanning,Relaxatie fonatie,Tongtriller,Een tongtriller zorgt voor ontspanning in je keel en een goede stembandsluiting. Daarnaast vermindert de oefening ook de spanning in (de achterkant van) je tong.,https://streamable.com/l/9fbwma/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+26+tongtriller+kopie.png,spanning,Relaxatie fonatie,Tongtriller,Een tongtriller zorgt voor ontspanning in je keel en een goede stembandsluiting. Daarnaast vermindert de oefening ook de spanning in (de achterkant van) je tong.,https://streamable.com/l/9fbwma/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/Oef+26+tongtriller+kopie.png,tension,Relaxation Fonation,Tongue,"A tongue vulnerer provides relaxation in your throat and a good vocal band closure. In addition, the exercise also reduces the tension (the back of) your tongue.",https://streaamable.com/l/9fbwma/mp4.mp4,https://voiceBuddy.s3.eu-central-1.amazons.com/oef+26+tongestriller+kopie.png,tension,Police de relaxation,Langue,"Une vulner de la langue fournit une relaxation dans votre gorge et une bonne fermeture de groupe vocale. De plus, l'exercice réduit également la tension (le dos de) votre langue.",https://streamable.com/l/9fbwma/mp4.mp4,https://voicebuddy.s3.eu-central-1.amazons.com/oef+26+tongestriller+kopie.png,
28,Kaakdaling,2,tekst,1,transfer oefenmateriaal,articulatie,Kaakdaling,-,"‘Waarom huil je?’ vraagt Rayen. Hij kijkt naar het huis. ‘Het is niet eerlijk.’ zegt Laura en ze trapt tegen het houten hek. De mannen en vrouwen dragen verhuisdozen naar de vrachtauto. Rayen haalt zijn schouders op. ‘Het is maar Zeeland.’ ‘Het is veel te ver. Wanneer zie ik je dan nog?’ vraagt Laura. ‘Wat denk je van maandag?’ Rayen kruipt in een doos. Laura barst in lachen uit. ‘Plak er maar een sticker op,’ zegt Rayen, ‘dan word ik maandag al thuisbezorgd.’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,articulatie,Kaakdaling,-,"‘Waarom huil je?’ vraagt Rayen. Hij kijkt naar het huis. ‘Het is niet eerlijk.’ zegt Laura en ze trapt tegen het houten hek. De mannen en vrouwen dragen verhuisdozen naar de vrachtauto. Rayen haalt zijn schouders op. ‘Het is maar Zeeland.’ ‘Het is veel te ver. Wanneer zie ik je dan nog?’ vraagt Laura. ‘Wat denk je van maandag?’ Rayen kruipt in een doos. Laura barst in lachen uit. ‘Plak er maar een sticker op,’ zegt Rayen, ‘dan word ik maandag al thuisbezorgd.’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,articulation,Decline,-,"""Why are you crying?"" Rayen asks. He looks at the house. ""It's not fair,"" says Laura and she kicks the wooden gate. The men and women wear moving boxes to the truck. Rayen shrugs. ""It's just Zeeland."" ""It's way too far. When will I see you? ""Laura asks. ""What do you think about Monday?"" Rayen crawls in a box. Laura bursts out laughing. ""Stick a sticker on it,"" says Rayen, ""then I'll be delivered to your home on Monday.""",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,articulation,Déclin,-,"""Pourquoi pleures-tu?"" Demande Rayen. Il regarde la maison. ""Ce n'est pas juste"", explique Laura et elle donne un coup de pied à la porte en bois. Les hommes et les femmes portent des boîtes de déménagement dans le camion. Rayen Shugs. ""C'est juste Zélande."" ""C'est beaucoup trop loin. Quand te verrai-je?"", Demande Laura. ""Que pensez-vous de lundi?"" Rayen rampe dans une boîte. Laura éclate de rire. ""Collez un autocollant dessus"", dit Rayen, ""puis je serai livré à votre maison lundi.""",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
29,lipronding,2,tekst,1,transfer oefenmateriaal,articulatie,lipronding,-,"Mo de mot kroop in de kast. Er hingen broeken in allerlei kleuren. De leukste was de rode. Toen Mo nog een larve was, had hij er een minuscuul hapje uit genomen. De broek was niet alleen mooi, hij smaakte ook goed, naar zure matten. Mo wilde er ook wel één. Plots vloog de kastdeur open. Met een ruk trok Laura de broek eruit. ‘Bah, een mot!’ zei Rayen. ‘Nee, dat is mijn vlinder.’ antwoordde Laura. Ze duwde de deur dicht. Mo was de broek acuut vergeten. Nog nooit had iemand hem zo genoemd. Uren vloog hij rondjes door de kast.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,articulatie,lipronding,-,"Mo de mot kroop in de kast. Er hingen broeken in allerlei kleuren. De leukste was de rode. Toen Mo nog een larve was, had hij er een minuscuul hapje uit genomen. De broek was niet alleen mooi, hij smaakte ook goed, naar zure matten. Mo wilde er ook wel één. Plots vloog de kastdeur open. Met een ruk trok Laura de broek eruit. ‘Bah, een mot!’ zei Rayen. ‘Nee, dat is mijn vlinder.’ antwoordde Laura. Ze duwde de deur dicht. Mo was de broek acuut vergeten. Nog nooit had iemand hem zo genoemd. Uren vloog hij rondjes door de kast.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,articulation,lip round,-,"Mo de Mot crawled into the cupboard. There were trousers in all kinds of colors. The nicest was the red one. When Mo was another larva, he had taken a tiny snack out. The pants were not only beautiful, it also tasted good, to sour mats. Mo also wanted one. Suddenly the cupboard door flew open. Laura pulled out the pants with a jerk. ""Bah, a moth!"" Rayen said. ""No, that's my butterfly."" Laura replied. She closed the door. Mo had forgotten the pants. Never had anyone called him that. For hours he flew around the cupboard.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,articulation,Lèvre,-,"Mo de Mot rampa dans le placard. Il y avait un pantalon dans toutes sortes de couleurs. Le plus gentil était le rouge. Quand Mo était une autre larve, il avait des tâches une petite collation. Le pantalon n'était pas seulement beau, il avait également un goût bon pour les tapis aigres. Mo en voulait aussi un. Soudain, le placard en s'ouvrant. Laura a sorti le pantalon avec un con. ""Bah, un papillon!"" Dit Rayen. ""Non, c'est mon papillon."" Répondit Laura. Elle a fermé la porte. Mo avait oublié le pantalon. Jamais personne ne l'avait appelé ça. Pendant des heures, il a volé dans le placard.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
30,"kurkoefening
Doel:
-Verbeteren verstaanbaarheid 
-beter gebruik ademsteun
-Grotere orale resonans",2,tekst,1,transfer oefenmateriaal,articulatie,kurkoefening,"Bij de kurkoefening wordt een overdreven articulatie getraind, waardoor de verstaanbaarheid verbetert.","O<b>p</b> <b>W</b>oensdag eet Rayen <b>b</b>ij Laura. <b>M</b>et z’n <b>v</b>ij<b>v</b>en o<b>m</b> de grote ta<b>f</b>el. Thuis, <b>b</b>ij zijn <b>v</b>ader, eten ze <b>m</b>et een <b>b</b>ord o<b>p</b> schoot, en <b>v</b>oet<b>b</b>al o<b>p</b> tee<b>v</b>ee. Hier staan <b>f</b>linke <b>p</b>annen o<b>p</b> ze te <b>w</b>achten, <b>v</b>ol <b>p</b>asta en <b>b</b>olognesesaus. O<b>m</b> er<b>v</b>oor te zorgen dat Laura’s <b>b</b>roertje ook <b>m</b>ee eet, <b>m</b>aakt Laura’s <b>m</b>oeder een <b>v</b>liegtuig <b>v</b>an de <b>v</b>ork. Het <b>v</b>lees <b>v</b>alt er<b>v</b>an a<b>f</b>, een noodlanding o<b>p</b> de grond. <b>M</b>onster, de kat, is er <b>v</b>lug <b>b</b>ij. Laura’s <b>v</b>ader <b>p</b>rikt <b>w</b>at <b>p</b>asta o<b>p</b> zijn <b>v</b>ork. ‘En, Rayen, jongen, <b>w</b>at <b>w</b>il jij later <b>w</b>orden?’ Hij <b>w</b>eet het <b>m</b>eteen. ‘Een gezin.’ ant<b>w</b>oord hij.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,articulatie,kurkoefening,"Bij de kurkoefening wordt een overdreven articulatie getraind, waardoor de verstaanbaarheid verbetert.","O<b>p</b> <b>W</b>oensdag eet Rayen <b>b</b>ij Laura. <b>M</b>et z’n <b>v</b>ij<b>v</b>en o<b>m</b> de grote ta<b>f</b>el. Thuis, <b>b</b>ij zijn <b>v</b>ader, eten ze <b>m</b>et een <b>b</b>ord o<b>p</b> schoot, en <b>v</b>oet<b>b</b>al o<b>p</b> tee<b>v</b>ee. Hier staan <b>f</b>linke <b>p</b>annen o<b>p</b> ze te <b>w</b>achten, <b>v</b>ol <b>p</b>asta en <b>b</b>olognesesaus. O<b>m</b> er<b>v</b>oor te zorgen dat Laura’s <b>b</b>roertje ook <b>m</b>ee eet, <b>m</b>aakt Laura’s <b>m</b>oeder een <b>v</b>liegtuig <b>v</b>an de <b>v</b>ork. Het <b>v</b>lees <b>v</b>alt er<b>v</b>an a<b>f</b>, een noodlanding o<b>p</b> de grond. <b>M</b>onster, de kat, is er <b>v</b>lug <b>b</b>ij. Laura’s <b>v</b>ader <b>p</b>rikt <b>w</b>at <b>p</b>asta o<b>p</b> zijn <b>v</b>ork. ‘En, Rayen, jongen, <b>w</b>at <b>w</b>il jij later <b>w</b>orden?’ Hij <b>w</b>eet het <b>m</b>eteen. ‘Een gezin.’ ant<b>w</b>oord hij.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,articulation,cork,"An exaggerated articulation is trained during the cork exercise, which improves the intelligibility.","O <b> p </b> <b> w </b> oensdag Eat rayen <b> b </b> ij laura. <b> m </b> et his <b> v </b> ij <b> v </b> and o <b> m </b> the large ta <b> f </b> el. At home, <b> b </b> <b> v </b> vein, they eat <b> m </b> et a <b> b </b> ord o <b> p </// <b> p </b> b> shot, and <b> v </b> oet <b> b </b> al o <b> p </b> tee <b> v </b> ee. Here are <b> f </b> linke <b> p </b> annen o <b> p </b> they <b> w </b> eight, <b> v </b> ol <b> p </b> asta and <b> b </b> olognesesaus. O <b> m </b> er <b> v </b> ear to ensure that Laura's <b> b </b> stirring also <b> m </b> eats ee, <b> m <///n <//s B> Aakt Laura's <b> m </b> Oeder a <b> v </b> lieghuik <b> v </b> an de <b> v </b> ork. The <b> v </b> read <b> v </b> alt <b> v </b> an a <b> f </b>, an emergency landing o <b> p </b> the ground. <b> m </b> inerter, the cat, is <b> v </b> lug <b> b </b> ij. Laura's <b> v </b> vein <b> p </b> rings <b> w </b> at <b> p </b> asta o <b> p </b> are <b> v </b> ork. ""And, rayen, boy, <b> w </b> at <b> w </b> you later <b> w </b> orders?"" He <b> w </b> Eat the </b> B> m </b> eteen. ""A family."" He is <b> w </b>.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,articulation,Liège,"Une articulation exagérée est formée à la durée de l'exercice en liège, ce qui améliore l'intelligibilité.","O <b> p </b> <b> w </b> oensdag manger Rayen <b> b </b> ij laura. <b> m </b> et son <b> v </b> ij <b> v </b> et o <b> m </b> le grand ta <b> f </b> el. À la maison, <b> b </b> <b> v </b> veine, ils mangent <b> m </b> et a <b> b </b> ord o <b> p <// / <b> p </b> b> tir, et <b> v </b> oet <b> b </b> al o <b> p </b> tee <b> v </b> ee. Voici <b> f </b> linke <b> p </b> annen o <b> p </b> ils <b> w </b> huit, <b> v </b> ol < B> P </b> Asta et <b> B </b> OLOGNESESAUS. O <b> m </b> er <b> v </b> oreille pour s'assurer que Laura <b> b </b> remuant aussi <b> m </b> mange ee, <b> m <// / /// n // n <// s b> aakt laura's <b> m </b> oeder a <b> v </b> lieghuik <b> v </b> an de <b> v </b > ork. Le <b> v </b> lire <b> v </b> alt <b> v </b> an a a <b> f </b>, un atterrissage d'urgence o <b> p </b> Le sol. <b> m </b> Inerter, le chat, est <b> v </b> lug <b> b </b> ij. Laura <b> v </b> veine <b> p </b> anneaux <b> w </b> à <b> p </b> Asta o <b> p </b> sont <b> v </b> ork. ""Et, Rayen, garçon, <b> w </b> à <b> w </b> vous plus tard <b> w </b> ordres?"" Il <b> w </b> mange le </b> b> m </b> eteen. ""Une famille."" Il est <b> w </b>.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
31,Alveolaire rand,2,tekst,1,transfer oefenmateriaal,articulatie,Alveolaire rand,-,"Op woe<b>nsd</b>ag ee<b>t</b> Raye<b>n</b> bij <b>L</b>aura. Me<b>t</b> <b>z</b>`<b>n</b> vijve<b>n</b> om <b>d</b>e gro<b>t</b>e <b>t</b>afe<b>l</b>. <b>T</b>hui<b>s</b>, bij <b>z</b>ijn va<b>d</b>er, e<b>t</b>e<b>n</b> <b>z</b>e me<b>t</b> ee<b>n</b> bor<b>d</b> op <b>s</b>choo<b>t</b>, e<b>n</b> voe<b>t</b>a<b>l</b> op <b>t</b>eevee. Hier <b>st</b>aa<b>n</b> f<b>l</b>i<b>n</b>ke pa<b>nn</b>e<b>n</b> op <b>z</b>e <b>t</b>e wach<b>t</b>e<b>n</b>, vo<b>l</b> pa<b>st</b>a e<b>n</b> bo<b>l</b>og<b>n</b>e<b>s</b>e<b>s</b>au<b>s</b>. Om ervoor <b>t</b>e <b>z</b>orge<b>n</b> <b>d</b>a<b>t</b> <b>L</b>aura`<b>s</b> broer<b>t</b>je ook mee ee<b>t</b>, maak<b>t</b> <b>L</b>aura`<b>s</b> moe<b>d</b>er ee<b>n</b> v<b>l</b>ieg<b>t</b>uig va<b>n</b> <b>d</b>e vork. He<b>t</b> v<b>l</b>ee<b>s</b> va<b>lt</b> erva<b>n</b> af, ee<b>n</b> <b>n</b>oo<b>dl</b>a<b>nd</b>i<b>n</b>g op <b>d</b>e gro<b>nd</b>. Mo<b>nst</b>er, <b>d</b>e ka<b>t</b>, i<b>s</b> er v<b>l</b>ug bij. <b>L</b>aura`<b>s</b> va<b>d</b>er prik<b>t</b> wa<b>t</b> pa<b>st</b>a op <b>z</b>ij<b>n</b> vork. ‘E<b>n</b>, Raye<b>n</b>, jo<b>n</b>ge<b>n</b>, wa<b>t</b> wi<b>l</b> jij <b>l</b>a<b>t</b>er wor<b>d</b>e<b>n</b>?’ Hij wee<b>t</b> he<b>t</b> me<b>t</b>ee<b>n</b>. ‘Ee<b>n</b> ge<b>z</b>i<b>n</b>. ’a<b>n</b>woor<b>d</b> hij.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,articulatie,Alveolaire rand,-,"Op woe<b>nsd</b>ag ee<b>t</b> Raye<b>n</b> bij <b>L</b>aura. Me<b>t</b> <b>z</b>`<b>n</b> vijve<b>n</b> om <b>d</b>e gro<b>t</b>e <b>t</b>afe<b>l</b>. <b>T</b>hui<b>s</b>, bij <b>z</b>ijn va<b>d</b>er, e<b>t</b>e<b>n</b> <b>z</b>e me<b>t</b> ee<b>n</b> bor<b>d</b> op <b>s</b>choo<b>t</b>, e<b>n</b> voe<b>t</b>a<b>l</b> op <b>t</b>eevee. Hier <b>st</b>aa<b>n</b> f<b>l</b>i<b>n</b>ke pa<b>nn</b>e<b>n</b> op <b>z</b>e <b>t</b>e wach<b>t</b>e<b>n</b>, vo<b>l</b> pa<b>st</b>a e<b>n</b> bo<b>l</b>og<b>n</b>e<b>s</b>e<b>s</b>au<b>s</b>. Om ervoor <b>t</b>e <b>z</b>orge<b>n</b> <b>d</b>a<b>t</b> <b>L</b>aura`<b>s</b> broer<b>t</b>je ook mee ee<b>t</b>, maak<b>t</b> <b>L</b>aura`<b>s</b> moe<b>d</b>er ee<b>n</b> v<b>l</b>ieg<b>t</b>uig va<b>n</b> <b>d</b>e vork. He<b>t</b> v<b>l</b>ee<b>s</b> va<b>lt</b> erva<b>n</b> af, ee<b>n</b> <b>n</b>oo<b>dl</b>a<b>nd</b>i<b>n</b>g op <b>d</b>e gro<b>nd</b>. Mo<b>nst</b>er, <b>d</b>e ka<b>t</b>, i<b>s</b> er v<b>l</b>ug bij. <b>L</b>aura`<b>s</b> va<b>d</b>er prik<b>t</b> wa<b>t</b> pa<b>st</b>a op <b>z</b>ij<b>n</b> vork. ‘E<b>n</b>, Raye<b>n</b>, jo<b>n</b>ge<b>n</b>, wa<b>t</b> wi<b>l</b> jij <b>l</b>a<b>t</b>er wor<b>d</b>e<b>n</b>?’ Hij wee<b>t</b> he<b>t</b> me<b>t</b>ee<b>n</b>. ‘Ee<b>n</b> ge<b>z</b>i<b>n</b>. ’a<b>n</b>woor<b>d</b> hij.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,articulation,Alveolar,-,"On woe <b> nsd </b> ag ee <b> t </b> raye <b> n </b> at <b> l </b> aura. Me <b> t </b> <b> z </b> <b> n </b> vijve <b> n </b> to <b> d </b> e gro <b> t </b> e <b> t </b> afe <b> l </b>. <b> t </b> hui <b> s </b>, at <b> z </b> ijn from <b> d </b> er, e <b> t </b> e < b> n </b> <b> z </b> e me <b> t </b> ee <b> n </b> bor <b> d </b> on <b> s <////b> b> choo <b> t </b>, e <b> n </b> voe <b> t </b> a <b> l </b> on <b> t </b> eevee. Here <b> st </b> aa <b> n </b> f <b> l </b> i <b> n </b> pa pa <b> nn </b> e <b> n </b> on <b> z </b> e <b> t </b> e wach <b> t </b> e <b> n </b>, vo <b> l <////me b> pa <b> st </b> a e <b> n </b> bo <b> l </b> og <b> n </b> e <b> s </b> e <b > s </b> au <b> s </b>. To <b> t </b> e <b> z </b> orge <b> n </b> <b> d </b> a <b> t </b> <b> l < /b> aura` <b> s </b> brother <b> t </b> you also participate <b> t </b>, make <b> t </b> <b> l <///n/ b> aura` <b> s </b> tired <b> d </b> er <b> n </b> v <b> l </b> ik <b> t </b> uig va <b> n </b> <b> d </b> e fork. He <b> t </b> v <b> l </b> ee <b> s </b> va <b> lt </b> ira <b> n </b>, ee <b > n </b> <b> n </b> oo <b> dl </b> a <b> nd </b> i <b> n </b> g on <b> d </b > e <b> nd </b>. Mo <b> nst </b> er, <b> d </b> e ka <b> t </b>, i <b> s </b> er v <b> l </b> ug Bee. <b> l </b> aura` <b> s </b> va <b> d </b> er Pick <b> t </b> wa <b> t </b> pa <b> st </b> a on <b> z </b> ij <b> n </b> fork. 'E <b> n </b>, raye <b> n </b>, Jo <b> n </b> ge <b> n </b>, wa <b> t </b> wi <b> l </b> you <b> l </b> a <b> t </b> er Wor <b> d </b> e <b> n </b>? B> t </b> he <b> t </b> me <b> t </b> ee <b> n </b>. ""Ee <b> n </b> ge <b> z </b> i <b> n </b>. ""A <b> n </b> woor <b> d </b> he.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,articulation,Alvéolaire,-,"Sur malheur <b> nsd </b> ag ee <b> t </b> raye <b> n </b> à <b> l </b> aura. Moi <b> t </b> <b> z </b> <b> n </b> vijve <b> n </b> à <b> d </b> e gro <b> t < / b> e <b> t </b> afe <b> l </b>. <b> t </b> hui <b> s </b>, à <b> z </b> ijn de de <b> d </b> er, e <b> t </b> e <b> n </b> <b> z </b> e me <b> t </b> ee <b> n </b> bor <b> d </b> sur <b> s < //// n // b> b> choo <b> t </b>, e <b> n </b> voe <b> t </b> a <b> l </b> sur < b> t </b> eevee. Ici <b> st </b> aa <b> n </b> f <b> l </b> i <b> n </b> pa pa <b> nn </b> e <b> n </b> sur <b> z </b> e <b> t </b> e wach <b> t </b> e <b> n </b>, vo <b> l </ /// me /// me b> pa <b> st </b> a e <b> n </b> bo <b> l </b> og <b> n </b> e <b> S </b> e <b> s </b> au <b> s </b>. À <b> t </b> e <b> z </b> orge <b> n </b> <b> d </b> a <b> t </b> <b> l </ /// n b> aura` <b> s </b> frère <b> t </b> vous participez également <b> t </b>, faites <b> t </b> <b> l <///////// n / b> aura` <b> s </b> fatigué <b> d </b> er <b> n </b> v <b> l </ b > I <b> t </b> uig de <b> n </b> <b> d </b> e fourche. Il <b> t </b> v <b> l </b> ee <b> s </b> va <b> lt </b> ira <b> n </b>, ee <b> n </b> <b> n </b> oo <b> dl </b> a <b> nd </b> i <b> n </b> g sur <b> d </b> E <b> nd </b>. Mo <b> nst </b> er, <b> d </b> e ka <b> t </b>, i <b> s </b> er v <b> l </b> ug Abeille. <b> l </b> aura` <b> s </b> va <b> d </b> er pick <b> t </b> wa <b> t </b> pa <b> st </b> a sur <b> z </b> ij <b> n </b> fourche. 'E <b> n </b>, raye <b> n </b>, Jo <b> n </b> ge <b> n </b>, wa <b> t </b> wi <b> l </b> vous <b> l </b> a <b> t </b> er wor <b> d </b> e <b> n </b>? B> t </b> il <b> t </b> me <b> t </b> ee <b> n </b>. ""EE <b> n </b> ge <b> z </b> i <b> n </b>."" A <b> n </b> woor <b> d </b> he.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
